Trip ID,Location,Country,Category,Visitor Name,Age,Gender,Rating,Accommodation Available,Accommodation Type,Accommodation Amount,Travel Start Date,Travel End Date,Transport Mode,Destination,Transport Cost
1133,Venice,Italy,historical,Vincent Wolf,69,Female,1.7,Yes,Resort,424,07/14/2024,07/28/2024,Train,"Venice, Italy",639
1134,Phuket,Thailand,beach,Brian Rose,54,Female,5,Yes,Hostel,219,05/20/2024,05/27/2024,Cruise,"Phuket, Thailand",64
1135,Dubai,UAE,urban,Jennifer Rocha,48,Male,1.6,Yes,Hostel,229,01/02/2025,01/09/2025,Bus,"Dubai, UAE",254
1136,Bora Bora,French Polynesia,beach,Christina Hernandez,53,Male,3.7,Yes,Hotel,264,08/24/2024,09/04/2024,Flight,"Bora Bora, French Polynesia",182
1137,Cancun,Mexico,beach,Michael Hill,48,Female,2.5,Yes,Guesthouse,355,05/08/2024,05/13/2024,Car Rental,"Cancun, Mexico",777
1138,Phuket,Thailand,beach,Heather Lyons,46,Male,2.1,Yes,Hostel,173,03/03/2025,03/16/2025,Bus,"Phuket, Thailand",175
1139,Bali,Indonesia,beach,Heather Davis,55,Female,3.7,Yes,Apartment,331,01/12/2025,01/14/2025,Train,"Bali, Indonesia",121
1140,Barcelona,Spain,urban,David Owen,68,Female,2.2,Yes,Hostel,157,01/28/2025,02/01/2025,Cruise,"Barcelona, Spain",704
1141,Rome,Italy,historical,Maria Evans DDS,21,Female,3.5,Yes,Apartment,348,03/27/2025,03/30/2025,Bus,"Rome, Italy",834
1142,Edinburgh,UK,historical,Sean Hill,25,Female,4.1,Yes,Apartment,482,01/06/2025,01/07/2025,Car Rental,"Edinburgh, UK",868
1143,London,UK,urban,Tammy Jefferson,39,Female,1.8,Yes,Apartment,269,06/21/2024,07/03/2024,Bus,"London, UK",928
1144,Istanbul,Turkey,historical,William Flynn,48,Female,4.5,Yes,Hotel,206,04/25/2025,04/26/2025,Car Rental,"Istanbul, Turkey",320
1145,Dubai,UAE,urban,Mr. Joe Clark,45,Male,3.8,Yes,Resort,382,04/27/2024,04/29/2024,Train,"Dubai, UAE",792
1146,Phuket,Thailand,beach,Emily Mcmahon,21,Female,4.6,Yes,Resort,321,02/14/2025,02/19/2025,Train,"Phuket, Thailand",577
1147,Cancun,Mexico,beach,Jeffrey Fields,28,Female,3,Yes,Hotel,396,12/21/2024,12/27/2024,Bus,"Cancun, Mexico",970
1148,Cape Town,South Africa,nature,Danielle Johnston,51,Male,3.6,Yes,Guesthouse,319,08/14/2024,08/18/2024,Bus,"Cape Town, South Africa",203
1149,Amsterdam,Netherlands,urban,Steven Stewart,24,Female,4.4,Yes,Apartment,215,03/24/2025,03/31/2025,Flight,"Amsterdam, Netherlands",593
1150,London,UK,urban,Amanda Guerrero,49,Female,2.4,Yes,Hotel,122,09/17/2024,09/24/2024,Car Rental,"London, UK",380
1151,Edinburgh,UK,historical,Mariah Rodriguez,47,Male,3.4,Yes,Hotel,112,02/14/2025,02/23/2025,Bus,"Edinburgh, UK",148
1152,Bora Bora,French Polynesia,beach,Robin Patrick,52,Male,1.1,Yes,Resort,191,07/08/2024,07/17/2024,Bus,"Bora Bora, French Polynesia",632
1153,Marrakech,Morocco,cultural,Joseph Walker,49,Female,2,Yes,Resort,406,11/14/2024,11/28/2024,Car Rental,"Marrakech, Morocco",864
1154,Tokyo,Japan,urban,Ronald Lynch,21,Male,2.1,Yes,Hostel,244,08/28/2024,08/30/2024,Bus,"Tokyo, Japan",673
1155,Bangkok,Thailand,urban,Gabriel Hernandez,55,Male,2.8,Yes,Guesthouse,396,10/22/2024,10/29/2024,Car Rental,"Bangkok, Thailand",909
1156,Bora Bora,French Polynesia,beach,Michael Simmons,40,Male,1.7,Yes,Guesthouse,201,05/26/2024,06/03/2024,Car Rental,"Bora Bora, French Polynesia",595
1157,Bangkok,Thailand,urban,Joshua Murphy,61,Female,3.3,Yes,Apartment,369,01/23/2025,01/26/2025,Train,"Bangkok, Thailand",79
1158,Bora Bora,French Polynesia,beach,Cody Lewis,65,Male,1,Yes,Apartment,436,03/20/2025,04/03/2025,Car Rental,"Bora Bora, French Polynesia",406
1159,Venice,Italy,historical,Lydia Peterson,63,Female,4.7,Yes,Apartment,225,10/12/2024,10/18/2024,Car Rental,"Venice, Italy",788
1160,Edinburgh,UK,historical,Daniel Clay,54,Female,4.8,Yes,Hostel,239,07/19/2024,08/01/2024,Train,"Edinburgh, UK",685
1161,Barcelona,Spain,urban,Sabrina Jones,30,Female,3.3,Yes,Hotel,153,11/04/2024,11/09/2024,Train,"Barcelona, Spain",889
1162,Amsterdam,Netherlands,urban,Bradley Perkins,29,Male,1.6,Yes,Hostel,142,09/02/2024,09/10/2024,Flight,"Amsterdam, Netherlands",510
1163,Sydney,Australia,beach,Rebecca Garcia,21,Female,4.6,Yes,Apartment,95,09/23/2024,09/25/2024,Car Rental,"Sydney, Australia",678
1164,Bora Bora,French Polynesia,beach,Russell Moore,62,Male,1.3,Yes,Apartment,368,01/27/2025,02/10/2025,Car Rental,"Bora Bora, French Polynesia",463
1165,Dubai,UAE,urban,William Lewis,20,Female,3.8,Yes,Apartment,209,09/28/2024,10/06/2024,Bus,"Dubai, UAE",118
1166,Dubai,UAE,urban,Angela Hill,70,Female,4.2,Yes,Resort,370,08/10/2024,08/20/2024,Bus,"Dubai, UAE",835
1167,Bora Bora,French Polynesia,beach,James Lawrence,40,Male,4.9,Yes,Guesthouse,440,11/26/2024,12/07/2024,Cruise,"Bora Bora, French Polynesia",213
1168,London,UK,urban,Dustin Lynch,46,Male,3.4,Yes,Hotel,417,03/17/2025,03/19/2025,Bus,"London, UK",237
1169,Phuket,Thailand,beach,Adam Roth,26,Female,1.2,Yes,Guesthouse,344,05/26/2024,06/07/2024,Bus,"Phuket, Thailand",924
1170,Cape Town,South Africa,nature,Teresa Farrell,62,Female,3.3,Yes,Hotel,339,09/24/2024,09/29/2024,Car Rental,"Cape Town, South Africa",152
1171,Istanbul,Turkey,historical,Todd Huffman,55,Female,4.7,Yes,Hotel,423,02/23/2025,02/28/2025,Cruise,"Istanbul, Turkey",475
1172,Barcelona,Spain,urban,Ashley Reese,54,Female,3.4,Yes,Hotel,132,10/12/2024,10/23/2024,Car Rental,"Barcelona, Spain",56
1173,Marrakech,Morocco,cultural,Juan Nelson,65,Male,4.7,Yes,Guesthouse,341,07/13/2024,07/27/2024,Flight,"Marrakech, Morocco",184
1174,Phuket,Thailand,beach,Stephen Gordon,46,Female,4.9,Yes,Resort,98,06/07/2024,06/15/2024,Bus,"Phuket, Thailand",198
1175,Barcelona,Spain,urban,Robert Lopez,30,Male,4.4,Yes,Guesthouse,295,03/02/2025,03/08/2025,Train,"Barcelona, Spain",890
1176,Amsterdam,Netherlands,urban,Angela Foley,67,Female,4.9,Yes,Resort,473,12/20/2024,12/21/2024,Bus,"Amsterdam, Netherlands",591
1177,Barcelona,Spain,urban,Jennifer Ferguson,50,Female,3.2,Yes,Hostel,61,02/28/2025,03/09/2025,Train,"Barcelona, Spain",784
1178,Dubai,UAE,urban,Lisa Holloway,25,Male,3.3,Yes,Hotel,186,10/25/2024,11/08/2024,Cruise,"Dubai, UAE",516
1179,Paris,France,cultural,Jeanette Norton,64,Male,4.8,Yes,Guesthouse,160,09/03/2024,09/09/2024,Flight,"Paris, France",455
1180,Amsterdam,Netherlands,urban,Shirley Chambers,18,Male,1.9,Yes,Apartment,373,06/10/2024,06/21/2024,Train,"Amsterdam, Netherlands",745
1181,New York,USA,urban,Laura Alvarez,50,Female,2.1,Yes,Hostel,388,07/18/2024,07/22/2024,Cruise,"New York, USA",670
1182,Sydney,Australia,beach,Whitney Hopkins,60,Male,2,Yes,Hostel,410,10/24/2024,10/26/2024,Cruise,"Sydney, Australia",358
1183,London,UK,urban,Richard Thompson,67,Male,3.7,Yes,Resort,381,12/29/2024,01/03/2025,Bus,"London, UK",362
1184,Tokyo,Japan,urban,Monica Coleman,70,Female,1.1,Yes,Hostel,60,12/15/2024,12/18/2024,Car Rental,"Tokyo, Japan",676
1185,Rome,Italy,historical,Anthony Jones,24,Female,3.4,Yes,Guesthouse,365,04/03/2025,04/07/2025,Bus,"Rome, Italy",72
1186,Edinburgh,UK,historical,Julia Henderson,38,Male,2.6,Yes,Hostel,110,03/06/2025,03/07/2025,Train,"Edinburgh, UK",611
1187,Venice,Italy,historical,Ashley Santiago,40,Female,1.8,Yes,Hostel,211,11/01/2024,11/03/2024,Train,"Venice, Italy",918
1188,Bora Bora,French Polynesia,beach,Zachary Adkins,62,Male,1.3,Yes,Hostel,458,02/06/2025,02/11/2025,Cruise,"Bora Bora, French Polynesia",404
1189,Amsterdam,Netherlands,urban,Devin Stewart,57,Female,4.8,Yes,Resort,371,06/08/2024,06/11/2024,Cruise,"Amsterdam, Netherlands",249
1190,Rome,Italy,historical,Peter Williams,57,Female,3.4,Yes,Guesthouse,468,11/10/2024,11/11/2024,Train,"Rome, Italy",111
1191,Bali,Indonesia,beach,Clinton Jones,57,Male,3.9,Yes,Hostel,198,08/10/2024,08/12/2024,Train,"Bali, Indonesia",346
1192,Amsterdam,Netherlands,urban,Jennifer Figueroa,54,Female,2.1,Yes,Resort,458,07/18/2024,07/29/2024,Train,"Amsterdam, Netherlands",669
1193,Bali,Indonesia,beach,Linda Bean,23,Male,3.8,Yes,Apartment,415,02/03/2025,02/08/2025,Flight,"Bali, Indonesia",560
1194,Venice,Italy,historical,Allison Leon,62,Female,3.9,Yes,Resort,298,07/21/2024,07/25/2024,Bus,"Venice, Italy",414
1195,Cape Town,South Africa,nature,Jeremy Roberts,57,Male,3,Yes,Resort,486,11/13/2024,11/21/2024,Flight,"Cape Town, South Africa",176
1196,Singapore,Singapore,urban,Shawn Lewis,41,Male,1.7,Yes,Guesthouse,424,06/29/2024,07/08/2024,Flight,"Singapore, Singapore",134
1197,Bangkok,Thailand,urban,Geoffrey Frey,57,Female,2.9,Yes,Hotel,252,06/13/2024,06/24/2024,Flight,"Bangkok, Thailand",253
1198,Amsterdam,Netherlands,urban,Jamie Chen,52,Female,4.2,Yes,Resort,429,01/30/2025,02/13/2025,Flight,"Amsterdam, Netherlands",136
1199,Bora Bora,French Polynesia,beach,Frank Roberts,35,Male,3.7,Yes,Hostel,285,01/13/2025,01/20/2025,Car Rental,"Bora Bora, French Polynesia",365
1200,Istanbul,Turkey,historical,Michael Walker MD,69,Female,4.8,Yes,Hostel,422,09/04/2024,09/07/2024,Bus,"Istanbul, Turkey",899
1201,Singapore,Singapore,urban,Nancy Rodriguez,39,Male,4.9,Yes,Apartment,191,10/26/2024,11/06/2024,Flight,"Singapore, Singapore",332
1202,London,UK,urban,Lisa Brewer,22,Male,4.4,Yes,Resort,432,02/16/2025,02/21/2025,Flight,"London, UK",921
1203,Istanbul,Turkey,historical,Rebecca Franklin MD,45,Male,2.8,Yes,Hotel,181,07/30/2024,08/04/2024,Cruise,"Istanbul, Turkey",434
1204,Sydney,Australia,beach,Anita Holland,62,Male,2.9,Yes,Hotel,372,05/10/2024,05/18/2024,Bus,"Sydney, Australia",253
1205,Dubai,UAE,urban,Robert Peterson,29,Male,2.2,Yes,Hotel,492,09/02/2024,09/09/2024,Car Rental,"Dubai, UAE",760
1206,Dubai,UAE,urban,Benjamin Cook,46,Male,4.4,Yes,Hotel,445,12/28/2024,01/03/2025,Cruise,"Dubai, UAE",582
1207,Phuket,Thailand,beach,Dr. Luke Villanueva,42,Male,2.7,Yes,Hotel,415,04/02/2025,04/03/2025,Bus,"Phuket, Thailand",124
1208,New York,USA,urban,Dakota Barnes,55,Female,2.7,Yes,Hostel,204,09/24/2024,09/27/2024,Car Rental,"New York, USA",640
1209,Rome,Italy,historical,Laura Ryan,41,Male,1.4,Yes,Guesthouse,293,10/19/2024,10/25/2024,Cruise,"Rome, Italy",796
1210,Barcelona,Spain,urban,Andrew Lane,20,Female,4.8,Yes,Hotel,134,08/18/2024,08/28/2024,Bus,"Barcelona, Spain",472
1211,Bangkok,Thailand,urban,Kristen Montes,58,Female,3.7,Yes,Guesthouse,151,08/21/2024,08/29/2024,Cruise,"Bangkok, Thailand",623
1212,Dubai,UAE,urban,Joseph Gentry,34,Female,1.7,Yes,Hostel,308,09/18/2024,09/24/2024,Flight,"Dubai, UAE",277
1213,Phuket,Thailand,beach,Frederick Le,20,Female,1.8,Yes,Hotel,202,07/21/2024,08/01/2024,Car Rental,"Phuket, Thailand",957
1214,Marrakech,Morocco,cultural,Matthew Blair,26,Male,4.5,Yes,Apartment,458,04/23/2025,04/29/2025,Cruise,"Marrakech, Morocco",350
1215,Bora Bora,French Polynesia,beach,Timothy Hall MD,40,Male,4.3,Yes,Hostel,168,03/07/2025,03/12/2025,Car Rental,"Bora Bora, French Polynesia",497
1216,Venice,Italy,historical,Erin Holt,49,Female,4.6,Yes,Resort,263,03/10/2025,03/22/2025,Car Rental,"Venice, Italy",95
1217,Singapore,Singapore,urban,Joshua Mckinney,32,Male,4.3,Yes,Hotel,286,01/30/2025,02/13/2025,Car Rental,"Singapore, Singapore",368
1218,Dubai,UAE,urban,James Johnson,65,Male,4.1,Yes,Hotel,452,04/14/2025,04/16/2025,Flight,"Dubai, UAE",211
1219,Phuket,Thailand,beach,Becky Carter,23,Female,3.1,Yes,Resort,410,03/19/2025,03/25/2025,Bus,"Phuket, Thailand",269
1220,Singapore,Singapore,urban,Amy Harris,48,Female,4.1,Yes,Guesthouse,76,10/29/2024,11/08/2024,Bus,"Singapore, Singapore",794
1221,Barcelona,Spain,urban,Melanie Davis,27,Female,1.9,Yes,Guesthouse,191,04/24/2025,05/03/2025,Car Rental,"Barcelona, Spain",483
1222,Bali,Indonesia,beach,Danielle Wallace,37,Male,4.4,Yes,Resort,422,01/07/2025,01/17/2025,Cruise,"Bali, Indonesia",582
1223,Cape Town,South Africa,nature,Jacqueline Harrison,60,Male,4.6,Yes,Apartment,365,05/29/2024,06/04/2024,Cruise,"Cape Town, South Africa",488
1224,Tokyo,Japan,urban,Joshua Palmer,59,Female,2.5,Yes,Resort,235,10/26/2024,10/30/2024,Cruise,"Tokyo, Japan",182
1225,Bora Bora,French Polynesia,beach,Brian Harris,30,Female,4.4,Yes,Apartment,76,04/29/2024,05/09/2024,Train,"Bora Bora, French Polynesia",756
1226,Istanbul,Turkey,historical,Steven Little,53,Female,2.2,Yes,Apartment,439,05/05/2024,05/11/2024,Bus,"Istanbul, Turkey",983
1227,New York,USA,urban,Cheryl Black,34,Female,3.2,Yes,Hotel,168,12/17/2024,12/25/2024,Cruise,"New York, USA",125
1228,Rome,Italy,historical,Daniel Ramirez,68,Female,4.1,Yes,Apartment,102,12/02/2024,12/13/2024,Bus,"Rome, Italy",878
1229,Bali,Indonesia,beach,Adrian Charles,42,Female,1.6,Yes,Guesthouse,223,03/29/2025,04/01/2025,Cruise,"Bali, Indonesia",278
1230,Rome,Italy,historical,Julie Bolton,59,Female,1.5,Yes,Resort,236,06/25/2024,07/04/2024,Bus,"Rome, Italy",240
1231,Edinburgh,UK,historical,Maria Hill,44,Female,1.6,Yes,Apartment,108,03/09/2025,03/16/2025,Bus,"Edinburgh, UK",369
1232,Paris,France,cultural,Amy Aguilar,23,Male,4.5,Yes,Hotel,407,12/28/2024,01/06/2025,Cruise,"Paris, France",685
1233,Istanbul,Turkey,historical,Mary Dodson,64,Male,1.9,Yes,Resort,279,08/26/2024,09/03/2024,Flight,"Istanbul, Turkey",950
1234,Bali,Indonesia,beach,Kimberly Castaneda,28,Female,3,Yes,Hostel,51,04/25/2025,04/26/2025,Cruise,"Bali, Indonesia",972
1235,Amsterdam,Netherlands,urban,Jose Morse,69,Male,2.7,Yes,Apartment,303,03/29/2025,04/01/2025,Bus,"Amsterdam, Netherlands",813
1236,Paris,France,cultural,Edward Dorsey,37,Male,2.9,Yes,Hostel,330,12/16/2024,12/22/2024,Bus,"Paris, France",355
1237,Istanbul,Turkey,historical,Ryan Dunn,28,Female,3.3,Yes,Guesthouse,104,11/12/2024,11/21/2024,Cruise,"Istanbul, Turkey",257
1238,Cancun,Mexico,beach,Erik Huynh,48,Female,4.5,Yes,Hostel,220,07/12/2024,07/16/2024,Train,"Cancun, Mexico",415
1239,Cape Town,South Africa,nature,Matthew Mcgee,54,Male,1.9,Yes,Apartment,468,08/28/2024,09/11/2024,Bus,"Cape Town, South Africa",721
1240,London,UK,urban,Nicole Taylor,22,Female,2.5,Yes,Resort,272,06/26/2024,06/30/2024,Car Rental,"London, UK",626
1241,Istanbul,Turkey,historical,Jeffery Stone,35,Male,3.3,Yes,Resort,291,01/19/2025,01/30/2025,Train,"Istanbul, Turkey",633
1242,Phuket,Thailand,beach,Kelly Jackson,45,Female,1.5,Yes,Hotel,409,08/31/2024,09/09/2024,Bus,"Phuket, Thailand",50
1243,London,UK,urban,Carmen Adams,34,Male,5,Yes,Resort,333,06/24/2024,06/28/2024,Cruise,"London, UK",695
1244,Phuket,Thailand,beach,Melissa Zimmerman,60,Female,1.2,Yes,Hotel,149,11/18/2024,11/24/2024,Train,"Phuket, Thailand",231
1245,Cancun,Mexico,beach,Vanessa Jones,47,Female,1.2,Yes,Apartment,337,08/15/2024,08/22/2024,Cruise,"Cancun, Mexico",301
1246,Bali,Indonesia,beach,Cynthia Ward,29,Male,3.1,Yes,Resort,481,10/14/2024,10/23/2024,Train,"Bali, Indonesia",462
1247,London,UK,urban,Michael Macias,22,Male,1.4,Yes,Apartment,277,04/26/2025,05/08/2025,Bus,"London, UK",828
1248,London,UK,urban,Amy Wu,35,Female,4.1,Yes,Guesthouse,429,03/07/2025,03/18/2025,Train,"London, UK",778
1249,Sydney,Australia,beach,Michael Gonzalez,43,Male,2.7,Yes,Apartment,471,07/25/2024,08/03/2024,Train,"Sydney, Australia",749
1250,London,UK,urban,Melissa Brown,68,Female,3.6,Yes,Resort,448,09/30/2024,10/02/2024,Flight,"London, UK",180
1251,Singapore,Singapore,urban,Timothy Hernandez,69,Female,3.7,Yes,Hotel,329,07/30/2024,08/10/2024,Bus,"Singapore, Singapore",670
1252,Marrakech,Morocco,cultural,Mrs. Theresa Carter,48,Female,4.9,Yes,Hotel,404,02/07/2025,02/11/2025,Cruise,"Marrakech, Morocco",87
1253,Rome,Italy,historical,Jessica Anderson,28,Male,3.1,Yes,Apartment,220,12/29/2024,01/08/2025,Flight,"Rome, Italy",484
1254,Phuket,Thailand,beach,Thomas Olsen,36,Female,2.2,Yes,Apartment,400,01/05/2025,01/10/2025,Bus,"Phuket, Thailand",537
1255,New York,USA,urban,Mark Douglas,54,Female,2.2,Yes,Resort,439,05/14/2024,05/24/2024,Train,"New York, USA",541
1256,New York,USA,urban,Emily Marks,24,Male,4.8,Yes,Guesthouse,207,04/30/2024,05/05/2024,Car Rental,"New York, USA",189
1257,Barcelona,Spain,urban,George Moore,42,Female,4.5,Yes,Hotel,378,03/02/2025,03/06/2025,Bus,"Barcelona, Spain",306
1258,Paris,France,cultural,Stacey Snyder,67,Male,3.7,Yes,Guesthouse,184,07/28/2024,08/07/2024,Car Rental,"Paris, France",627
1259,Barcelona,Spain,urban,Daryl Gill,54,Male,1.3,Yes,Hostel,383,02/08/2025,02/21/2025,Flight,"Barcelona, Spain",265
1260,Bangkok,Thailand,urban,Cynthia Zimmerman,62,Female,3.7,Yes,Hotel,397,06/21/2024,06/22/2024,Train,"Bangkok, Thailand",867
1261,Paris,France,cultural,Carolyn Oliver,56,Female,1.5,Yes,Apartment,77,09/20/2024,09/27/2024,Bus,"Paris, France",616
1262,Cancun,Mexico,beach,Brittany Robinson,24,Male,1.7,Yes,Resort,219,08/05/2024,08/16/2024,Flight,"Cancun, Mexico",374
1263,Bora Bora,French Polynesia,beach,Bradley Sullivan,54,Female,2.1,Yes,Guesthouse,72,02/28/2025,03/12/2025,Car Rental,"Bora Bora, French Polynesia",386
1264,Venice,Italy,historical,Billy Davis,46,Female,2.1,Yes,Apartment,423,12/01/2024,12/05/2024,Train,"Venice, Italy",176
1265,Dubai,UAE,urban,William Herman,66,Male,4.2,Yes,Guesthouse,73,04/09/2025,04/19/2025,Flight,"Dubai, UAE",172
1266,Bali,Indonesia,beach,Danielle Jones,69,Male,2.5,Yes,Guesthouse,106,12/19/2024,12/27/2024,Flight,"Bali, Indonesia",163
1267,London,UK,urban,Christopher Gonzalez,68,Female,3.8,Yes,Hotel,451,05/24/2024,05/29/2024,Train,"London, UK",210
1268,Tokyo,Japan,urban,Robert Hubbard,18,Female,3.7,Yes,Hotel,106,11/04/2024,11/06/2024,Bus,"Tokyo, Japan",463
1269,Singapore,Singapore,urban,Jennifer Miller,55,Female,3.4,Yes,Hotel,152,09/24/2024,10/05/2024,Bus,"Singapore, Singapore",182
1270,Phuket,Thailand,beach,Nathan Lewis DVM,30,Female,2.6,Yes,Apartment,103,07/10/2024,07/17/2024,Cruise,"Phuket, Thailand",306
1271,New York,USA,urban,Dorothy Webb,68,Female,4.3,Yes,Hotel,483,10/07/2024,10/09/2024,Train,"New York, USA",737
1272,Amsterdam,Netherlands,urban,Ashley Gates,56,Male,1.6,Yes,Hotel,223,02/26/2025,03/12/2025,Train,"Amsterdam, Netherlands",573
1273,Amsterdam,Netherlands,urban,Christopher Garza,56,Female,5,Yes,Guesthouse,213,11/27/2024,11/30/2024,Train,"Amsterdam, Netherlands",447
1274,Bora Bora,French Polynesia,beach,Kelly Dunn,32,Male,1.3,Yes,Resort,452,03/30/2025,04/05/2025,Car Rental,"Bora Bora, French Polynesia",566
1275,London,UK,urban,Nicole Smith,53,Female,2.3,Yes,Guesthouse,297,11/07/2024,11/08/2024,Bus,"London, UK",789
1276,Rome,Italy,historical,Jose Clarke,56,Male,2.4,Yes,Guesthouse,91,02/16/2025,02/20/2025,Bus,"Rome, Italy",910
1277,Bora Bora,French Polynesia,beach,Marc Robertson,47,Male,3.2,Yes,Resort,144,09/03/2024,09/10/2024,Train,"Bora Bora, French Polynesia",246
1278,Phuket,Thailand,beach,Donna Johnson,18,Female,2.2,Yes,Resort,125,01/12/2025,01/14/2025,Car Rental,"Phuket, Thailand",201
1279,Cancun,Mexico,beach,Brittney Harris,69,Male,3.1,Yes,Hotel,384,05/31/2024,06/13/2024,Flight,"Cancun, Mexico",333
1280,Cape Town,South Africa,nature,Tyler Wright,67,Male,1,Yes,Apartment,350,09/27/2024,09/30/2024,Cruise,"Cape Town, South Africa",163
1281,Dubai,UAE,urban,George Durham,60,Male,4.9,Yes,Hotel,470,01/19/2025,01/23/2025,Flight,"Dubai, UAE",693
1282,London,UK,urban,Debra Davis,21,Male,3.4,Yes,Guesthouse,310,02/19/2025,02/20/2025,Bus,"London, UK",520
1283,Rome,Italy,historical,Sara Wong,25,Male,3.3,Yes,Hostel,62,05/23/2024,05/25/2024,Cruise,"Rome, Italy",817
1284,Bali,Indonesia,beach,Erika Adams,23,Male,3.6,Yes,Apartment,94,09/05/2024,09/08/2024,Flight,"Bali, Indonesia",813
1285,Sydney,Australia,beach,Wayne Lamb,20,Male,1.4,Yes,Apartment,224,07/22/2024,07/28/2024,Car Rental,"Sydney, Australia",567
1286,New York,USA,urban,Mary Lewis,37,Male,3.4,Yes,Hostel,219,12/05/2024,12/14/2024,Train,"New York, USA",970
1287,Edinburgh,UK,historical,Dustin Fry,27,Female,5,Yes,Hostel,379,01/07/2025,01/14/2025,Cruise,"Edinburgh, UK",65
1288,Cancun,Mexico,beach,Alexandria Powell,38,Male,3.9,Yes,Hotel,190,12/22/2024,01/03/2025,Flight,"Cancun, Mexico",229
1289,Amsterdam,Netherlands,urban,Eric Bailey,22,Female,3.2,Yes,Hostel,245,01/03/2025,01/07/2025,Car Rental,"Amsterdam, Netherlands",732
1290,Marrakech,Morocco,cultural,Deanna Miller,30,Male,3.6,Yes,Apartment,104,02/10/2025,02/16/2025,Bus,"Marrakech, Morocco",233
1291,Cape Town,South Africa,nature,Ricky Swanson,56,Male,3.2,Yes,Apartment,114,04/04/2025,04/14/2025,Car Rental,"Cape Town, South Africa",642
1292,Phuket,Thailand,beach,Anna Cox,41,Male,4,Yes,Hostel,65,09/10/2024,09/11/2024,Bus,"Phuket, Thailand",143
1293,Phuket,Thailand,beach,Samuel Leblanc,63,Female,1.2,Yes,Apartment,269,03/27/2025,04/02/2025,Car Rental,"Phuket, Thailand",796
1294,Rome,Italy,historical,James Morris,54,Female,4.8,Yes,Resort,421,03/14/2025,03/20/2025,Car Rental,"Rome, Italy",787
1295,Phuket,Thailand,beach,Tyler Smith,26,Female,3,Yes,Apartment,347,10/29/2024,11/04/2024,Train,"Phuket, Thailand",325
1296,Barcelona,Spain,urban,Justin Stephens,67,Female,2.9,Yes,Hotel,374,04/14/2025,04/18/2025,Car Rental,"Barcelona, Spain",829
1297,New York,USA,urban,Christina Alvarez,49,Female,1.1,Yes,Guesthouse,184,10/05/2024,10/11/2024,Cruise,"New York, USA",223
1298,Istanbul,Turkey,historical,Daniel Palmer,44,Female,2.2,Yes,Guesthouse,293,06/03/2024,06/15/2024,Bus,"Istanbul, Turkey",394
1299,Bangkok,Thailand,urban,Robert Cole,37,Female,4.8,Yes,Resort,384,02/28/2025,03/02/2025,Flight,"Bangkok, Thailand",910
1300,Rome,Italy,historical,Veronica Gibbs,55,Male,3,Yes,Guesthouse,55,09/22/2024,09/23/2024,Train,"Rome, Italy",65
1301,Sydney,Australia,beach,Shelley Sawyer,69,Male,4.3,Yes,Resort,174,11/06/2024,11/18/2024,Flight,"Sydney, Australia",376
1302,Cancun,Mexico,beach,Elizabeth Hansen,22,Male,1.8,Yes,Apartment,393,05/10/2024,05/16/2024,Cruise,"Cancun, Mexico",216
1303,Barcelona,Spain,urban,Benjamin Reeves,69,Male,1.8,Yes,Resort,263,04/16/2025,04/19/2025,Car Rental,"Barcelona, Spain",656
1304,Sydney,Australia,beach,Brian Baker,62,Female,4.8,Yes,Hotel,57,01/12/2025,01/20/2025,Flight,"Sydney, Australia",926
1305,Bali,Indonesia,beach,Jennifer Lang,61,Female,4,Yes,Hotel,320,05/05/2024,05/14/2024,Flight,"Bali, Indonesia",267
1306,Bangkok,Thailand,urban,Tiffany Smith,55,Female,3.6,Yes,Resort,483,12/08/2024,12/19/2024,Car Rental,"Bangkok, Thailand",556
1307,Singapore,Singapore,urban,Joseph Sanchez,59,Female,2.7,Yes,Guesthouse,156,11/17/2024,11/30/2024,Train,"Singapore, Singapore",410
1308,Tokyo,Japan,urban,Chad Werner,54,Male,1.1,Yes,Apartment,124,09/22/2024,10/05/2024,Cruise,"Tokyo, Japan",782
1309,London,UK,urban,Nicholas Lyons,19,Male,4.7,Yes,Hotel,155,03/19/2025,03/21/2025,Cruise,"London, UK",439
1310,Venice,Italy,historical,Aaron Dyer,56,Female,2.9,Yes,Hotel,320,01/09/2025,01/10/2025,Train,"Venice, Italy",294
1311,Cape Town,South Africa,nature,Cathy Barrett,52,Female,2.9,Yes,Guesthouse,235,05/19/2024,05/25/2024,Car Rental,"Cape Town, South Africa",672
1312,Edinburgh,UK,historical,Timothy Watson,25,Female,3.9,Yes,Hotel,298,10/19/2024,10/30/2024,Cruise,"Edinburgh, UK",315
1313,Amsterdam,Netherlands,urban,Scott Caldwell,25,Male,1.2,Yes,Hostel,487,02/07/2025,02/09/2025,Train,"Amsterdam, Netherlands",55
1314,Bali,Indonesia,beach,Bryan Parker,60,Male,1.4,Yes,Apartment,85,03/22/2025,03/28/2025,Car Rental,"Bali, Indonesia",960
1315,New York,USA,urban,Travis Brown,23,Female,2.2,Yes,Resort,423,08/22/2024,08/25/2024,Bus,"New York, USA",125
1316,London,UK,urban,Michael Lynn,34,Female,1.8,Yes,Apartment,350,03/09/2025,03/19/2025,Train,"London, UK",886
